,data_tweets,data_labels
268,Big vote tomorrow in the House. Tax cuts are getting close!,0.0
269,Why are Democrats fighting massive tax cuts for the middle class and business (jobs)? The reason: Obstruction and Delay!,0.0
270,It is actually hard to believe how naive (or dumb) the Failing @nytimes is when it comes to foreign policy...weak and ineffective!,0.0
271,"...They should realize that these relationships are a good thing, not a bad thing. The U.S. is being respected again. Watch Trade!",0.0
272,"The failing @nytimes hates the fact that I have developed a great relationship with World leaders like Xi Jinping, President of China.....",0.0
273,Do you think the three UCLA Basketball Players will say thank you President Trump? They were headed for 10 years in jail!,0.0
274,Thank you! ,0.0
275,"Thank you, working hard! ",0.0
276,"While in the Philippines I was forced to watch @CNN, which I have not done in months, and again realized how bad, and FAKE, it is. Loser!",0.0
277,".@foxandfriends will be showing much of our successful trip to Asia, and the friendships &amp; benefits that will endure for years to come!",0.0
278,Our great country is respected again in Asia. You will see the fruits of our long but successful trip for many years to come!,0.0
279,"RT @Scavino45: 20,295 miles later #POTUSinAsia has successfully concluded as @POTUS @realDonaldTrump lands on the South Lawn of @WhiteHouse…",0.0
280,"RT @realDonaldTrump: Unemployment is down to 4.1%, lowest in 17 years. 1.5 million new jobs created since I took office. Highest stock Mark…",0.0
281,"RT @PChowka: Sean Hannity's Big Week - Top Ratings, Probing Reporting, and Let There Be Light at American Thinker ",0.0
282,"RT @realDonaldTrump: Thank you to our GREAT Military/Veterans and @PacificCommand.

Remember #PearlHarbor. Remember the @USSArizona!

A day…",0.0
283,Just returned from Asia after 12 very successful days. Great to be home!,0.0
284,THANK YOU ASIA! #USA?? ,0.0
285,THANK YOU to the amazing staff and their families of the United States Embassy in the Philippines. Keep up the GREAT WORK! ,0.0
286,"One of the most accurate polls last time around. But #FakeNews likes to say we’re in the 30’s. They are wrong. Some people think numbers could be in the 50's. Together, WE will MAKE AMERICA GREAT AGAIN! ",0.0
287,I will be making a major statement from the @WhiteHouse upon my return to D.C. Time and date to be set.,0.0
288,"Just arrived at #ASEAN50 in the Philippines for my final stop with World Leaders. Will lead to FAIR TRADE DEALS, unlike the horror shows from past Administrations. Will then be leaving for D.C. Made many good friends!",0.0
289,"After my tour of Asia, all Countries dealing with us on TRADE know that the rules have changed. The United States has to be treated fairly and in a reciprocal fashion. The massive TRADE deficits must go down quickly!",0.0
290,Great to see @RandPaul looking well and back on the Senate floor. He will help us with TAX CUTS and REFORM!,0.0
291,"Excited to be heading home to see the House pass a GREAT Tax Bill with the middle class getting big TAX CUTS!

#MakeAmericaGreatAgain??",0.0
292,"I am proud of the Rep. House &amp; Senate for working so hard on cutting taxes {&amp; reform.} We’re getting close! Now, how about ending the unfair &amp; highly unpopular Indiv Mandate in OCare &amp; reducing taxes even further? Cut top rate to 35% w/all of the rest going to middle income cuts?",0.0
293,"Happy to announce, I am nominating Alex Azar to be the next HHS Secretary. He will be a star for better healthcare and lower drug prices!",0.0
294,Will be leaving the Philippines tomorrow after many days of constant mtgs &amp; work in order to #MAGA! My promises are rapidly being fulfilled.,0.0
295,"Great day of bilateral meetings at #ASEANSummit on trade, which we are turning around to be great deals for our country! ",0.0
296,Thank you! ,0.0
297,"We had a wonderful visit to Vietnam, thank you President Tran Dai Quang! Heading to the #ASEANSummit 50th Anniv Gala in the Philippines now. ",0.0
298,"Just landed in the Philippines after a great day of meetings and events in Hanoi, Vietnam! ",0.0
299,"Why would Kim Jong-un insult me by calling me ""old,"" when I would NEVER call him ""short and fat?"" Oh well, I try so hard to be his friend - and maybe someday that will happen!",0.0
300,"Does the Fake News Media remember when Crooked Hillary Clinton, as Secretary of State, was begging Russia to be our friend with the misspelled reset button? Obama tried also, but he had zero chemistry with Putin.",0.0
301,"When will all the haters and fools out there realize that having a good relationship with Russia is a good thing, not a bad thing. There always playing politics - bad for our country. I want to solve North Korea, Syria, Ukraine, terrorism, and Russia can greatly help!",0.0
302,"Met with President Putin of Russia who was at #APEC meetings. Good discussions on Syria. Hope for his help to solve, along with China the dangerous North Korea crisis. Progress being made.",0.0
303,"Will be doing a joint press conference in Hanoi, Vietnam then heading for final destination of trip, the Phillipines.",0.0
304,President Xi of China has stated that he is upping the sanctions against #NoKo. Said he wants them to denuclearize. Progress is being made.,0.0
305,"“Presidential Proclamation Commemorating the 50th Anniversary of the Vietnam War” 
??https://t.co/hgUQP9leqK 
??https://t.co/9C0yyIv9Ws ",0.0
306,"On this wonderful Veterans Day, I want to express the incredible gratitude of the entire American Nation to our GREAT VETERANS. Thank you! ",0.0
307,"On behalf of an entire nation, Happy 242nd Birthday to the men and women of the United States Marines!
#USMC242 #SemperFi ",0.0
308,The United States has been reminded time and again in recent years that economic security is not merely RELATED to national security - economic security IS national security. It is vital to our national strength. #APEC2017 ,0.0
309,The United States is prepared to work with each of the leaders in this room today to achieve mutually beneficial commerce that is in the interests of both your countries and mine. That is the message I am here to deliver today. #APEC2017 ,0.0
310,"Today I am here to offer a renewed partnership with America -- to work together to strengthen the bonds of friendship and commerce between all of the nations of the Indo-Pacific, and together, to promote our prosperity and security. #APEC2017 ",0.0
311,"In more and more places throughout this region, citizens of SOVEREIGN and INDEPENDENT nations have taken greater control of their destinies, and unlocked the potential of their people. #APEC2017 ",0.0
312,"Throughout my travels, I've had the pleasure of sharing the good news from America. I've had the honor of sharing our vision for a free &amp; open Indo-Pacific -- a place where sovereign &amp; independent nations, w/diverse cultures &amp; many different dreams, can all prosper side-by-side. ",0.0
313,"Just landed in Da Nang, Vietnam to deliver a speech at #APEC2017",0.0
314,"I am leaving China for #APEC2017 in Vietnam. @FLOTUS Melania is staying behind to see the zoo, and of course, the Great WALL of China before going to Alaska to greet our AMAZING troops.",0.0
315,My meetings with President Xi Jinping were very productive on both trade and the subject of North Korea. He is a highly respected and powerful representative of his people. It was great being with him and Madame Peng Liyuan!,0.0
316,"I don’t blame China, I blame the incompetence of past Admins for allowing China to take advantage of the U.S. on trade leading up to a point where the U.S. is losing $100's of billions. How can you blame China for taking advantage of people that had no clue? I would've done same!",0.0
317,In the coming months and years ahead I look forward to building an even STRONGER relationship between the United States and China. ???? ,0.0
318,"President Xi, thank you for such an incredible welcome ceremony. It was a truly memorable and impressive display! ?https://t.co/J9x51h1LBe ",0.0
319,Congratulations to all of the ”DEPLORABLES” and the millions of people who gave us a MASSIVE (304-227) Electoral College landslide victory! ,0.0
320,Looking forward to a full day of meetings with President Xi and our delegations tomorrow. THANK YOU for the beautiful welcome China! @FLOTUS Melania and I will never forget it! ,0.0
321,NoKo has interpreted America's past restraint as weakness. This would be a fatal miscalculation. Do not underestimate us. AND DO NOT TRY US. ,0.0
322,"On behalf of @FLOTUS Melania and I, THANK YOU for an unforgettable afternoon and evening at the Forbidden City in Beijing, President Xi and Madame Peng Liyuan. We are looking forward to rejoining you tomorrow morning! ",0.0
323,Leaving South Korea now heading to China. Looking very much forward to meeting and being with President Xi!,0.0
324,"Together, we dream of a Korea that is free, a peninsula that is safe, and families that are reunited once again! ",0.0
325,Anyone who doubts the strength or determination of the U.S. should look to our past....and you will doubt it no longer. ,0.0
326,"The North Korean regime has pursued its nuclear &amp; ballistic missile programs in defiance of every assurance, agreement, &amp; commmitment it has made to the U.S. and its allies. It's broken all of those commitments... ",0.0
327,"The U.S., under my administration, is completely rebuilding its military, and they're spending hundreds of billions of dollars to the newest and finest military equipment anywhere in the world, being built right now. I want peace through strength! ",0.0
328,"Join me LIVE in South Korea????
#NationalAssembly #POTUSinAsia 
??https://t.co/M3iEhPdkas ",0.0
329,"Ed Gillespie worked hard but did not embrace me or what I stand for. Don’t forget, Republicans won 4 out of 4 House seats, and with the economy doing record numbers, we will continue to win, even bigger than before!",0.0
330,"Getting ready to make a major speech to the National Assembly here in South Korea, then will be headed to China where I very much look forward to meeting with President Xi who is just off his great political victory.",0.0
331,Thank you to all Americans who participated in Nat'l Rx Drug Take Back Day. A record amount of drugs collected &amp; disposed. We can do this!,0.0
332,"Franklin, such a great photo. 

HAPPY 99th BIRTHDAY to your father, @BillyGraham! ",0.0
333,".@EdWGillespie will totally turn around the high crime and poor economic performance of VA. MS-13 and crime will be gone. Vote today, ASAP!",0.0
334,....and has been horrible on Virginia economy. Vote @EdWGillespie today!,0.0
335,"Ralph Northam will allow crime to be rampant in Virginia. He’s weak on crime, weak on our GREAT VETS, Anti-Second Amendment....",0.0
336,"....is making. Working very hard on TAX CUTS for the middle class, companies and jobs!",0.0
337,Stock market hit yet another all-time record high yesterday. There is great confidence in the moves that my Administration....,0.0
338,Thank you to President Moon of South Korea for the beautiful welcoming ceremony. It will always be remembered. ,0.0
339,"It was my great honor to have lunch with our INCREDIBLE U.S. and ROK troops at Camp Humphreys, in South Korea. ???? https://t.co/5NJirz4iNM ",0.0
340,"RT @AbeShinzo: ????????????????????????????????????????????????????????

?????????????????????????????????????

@realDonaldTrump ",0.0
341,....Some of those they are harshly treating have been “milking” their country for years!,0.0
342,"I have great confidence in King Salman and the Crown Prince of Saudi Arabia, they know exactly what they are doing....",0.0
343,"Getting ready to leave for South Korea and meetings with President Moon, a fine gentleman. We will figure it all out!",0.0
344,"My visit to Japan and friendship with PM Abe will yield many benefits, for our great Country. Massive military &amp; energy orders happening+++!",0.0
345,"The state of Virginia economy, under Democrat rule, has been terrible. If you vote Ed Gillespie tomorrow, it will come roaring back!",0.0
346,#USA?? #Japan?? ,0.0
347,"...Americans do what we do best: we pull together. We join hands. We lock arms and through the tears and the sadness, we stand strong... ",0.0
348,"May God be w/ the people of Sutherland Springs, Texas. The FBI &amp; law enforcement are on the scene. I am monitoring the situation from Japan.",0.0
349,Heading into the 12 days with great negotiating strength because of our tremendous economy. ,0.0
350,It was a true honor to be at Yokota Air Base with our GREAT @USForcesJapan! ,0.0
351,"Playing golf with Prime Minister Abe and Hideki Matsuyama, two wonderful people! ",0.0
352,"Just gave a speech to the great men and women at Yokota Air Base in Tokyo, Japan. Leaving to see Prime Minister Abe. ",0.0
353,I am landing shortly. Can’t wait to be with our GREAT MILITARY. See you soon! ,0.0
354,Would very much appreciate Saudi Arabia doing their IPO of Aramco with the New York Stock Exchange. Important to the United States!,0.0
355,"Unemployment is down to 4.1%, lowest in 17 years. 1.5 million new jobs created since I took office. Highest stock Market ever, up $5.4 trill",0.0
356,RT @IvankaTrump: Touched by the warm hospitality of Prime Minister Abe and the Japanese people. ?????????? [Thank you]! Until next time ??…,0.0
357,"Thank you to our GREAT Military/Veterans and @PacificCommand.

Remember #PearlHarbor. Remember the @USSArizona!

A day I’ll never forget. ",0.0
358,Thank you for such a beautiful welcome Hawaii. My great honor to visit @PacificCommand upon arrival. Heading to Pearl Harbor w/ @FLOTUS now. ,0.0
359,Getting ready to land in Hawaii. Looking so much forward to meeting with our great Military/Veterans at Pearl Harbor!,0.0
360,The decision on Sergeant Bergdahl is a complete and total disgrace to our Country and to our Military.,0.0
361,"JOBS, JOBS, JOBS! ",0.0
362,"The rigged Dem Primary, one of the biggest political stories in years, got ZERO coverage on Fake News Network TV last night. Disgraceful!",0.0
363,"Just took off for ceremony @ Pearl Harbor. Will then be heading to Japan, SKorea, China, Vietnam &amp; the Philippines. Will never let you down!",0.0
364,"I always felt I would be running and winning against Bernie Sanders, not Crooked H, without cheating, I was right.",0.0
365,Bernie Sanders supporters have every right to be apoplectic of the complete theft of the Dem primary by Crooked Hillary!,0.0
366,"...Based on that, the Military has hit ISIS ""much harder"" over the last two days. They will pay a big price for every attack on us!",0.0
367,"ISIS just claimed the Degenerate Animal who killed, and so badly wounded, the wonderful people on the West Side, was ""their soldier."" .....",0.0
368,"Pocahontas just stated that the Democrats, lead by the legendary Crooked Hillary Clinton, rigged the Primaries! Lets go FBI &amp; Justice Dept.",0.0
369,The real story on Collusion is in Donna B's new book. Crooked Hillary bought the DNC &amp; then stole the Democratic Primary from Crazy Bernie!,0.0
370,"....People are angry.  At some point the Justice Department, and the FBI, must do what is right and proper. The American public deserves it!",0.0
371,"...New Donna B book says she paid for and stole the Dem Primary. What about the deleted E-mails, Uranium, Podesta, the Server, plus, plus...",0.0
372,Everybody is asking why the Justice Department (and FBI) isn't looking into all of the dishonesty going on with Crooked Hillary &amp; the Dems..,0.0
373,My Twitter account was taken down for 11 minutes by a rogue employee. I guess the word must finally be getting out-and having an impact.,0.0
374,I will be interviewed by @IngrahamAngle on @FoxNews at 10:00. Enjoy!,0.0
375,The @TuckerCarlson opening statement about our once cherished and great FBI was so sad to watch. James Comey's leadership was a disaster!,0.0
376,....This is real collusion and dishonesty. Major violation of Campaign Finance Laws and Money Laundering - where is our Justice Department?,0.0
377,Donna Brazile just stated the DNC RIGGED the system to illegally steal the Primary from Bernie Sanders. Bought and paid for by Crooked H....,0.0
378,"Great Tax Cut rollout today. The lobbyists are storming Capital Hill, but the Republicans will hold strong and do what is right for America!",0.0
379,"Today, it was my pleasure and great honor to announce my nomination of Jerome Powell to be the next Chairman of the @FederalReserve. ",0.0
380,"Broadcom's move to America=$20 BILLION of annual rev into U.S.A., $3+ BILLION/yr. in research/engineering &amp; $6 BILLION/yr. in manufacturing. ",0.0
381,"Today, we are thrilled to welcome @Broadcom CEO Hock Tan to the WH to announce he is moving their HQ’s from Singapore back to the U.S.A..... ",0.0
382,Congress must end chain migration so that we can have a system that is SECURITY BASED! We need to make AMERICA SAFE! #USA?? ,0.0
383,I am calling on Congress to TERMINATE the diversity visa lottery program that presents significant vulnerabilities to our national security. ,0.0
384,"Congratulations to the Houston @Astros, 2017 #WorldSeries Champions??#HoustonStrong #EarnHistory ",0.0
385,...There is also something appropriate about keeping him in the home of the horrible crime he committed. Should move fast. DEATH PENALTY!,0.0
386,Would love to send the NYC terrorist to Guantanamo but statistically that process takes much longer than going through the Federal system...,0.0
387,"NYC terrorist was happy as he asked to hang ISIS flag in his hospital room. He killed 8 people, badly injured 12. SHOULD GET DEATH PENALTY!",0.0
388,"Great mtg w/ @Cabinet today. Tomorrow, I will be announcing the new head of the Fed. I think you will be extremely impressed by this person! ",0.0
389,"Happy birthday to @garyplayer, a truly great Champion and Person!",0.0
390,It is finally happening for our great clean coal miners! ,0.0
391,The United States will be immediately implementing much tougher Extreme Vetting Procedures. The safety of our citizens comes first!,0.0
392,Just spoke to President Macri of Argentina about the five proud and wonderful men killed in the West Side terror attack. God be with them!,0.0
393,"CHAIN MIGRATION must end now! Some people come in, and they bring their whole family with them, who can be truly evil. NOT ACCEPTABLE! ",0.0
394,@SenateMajLdr @SenateGOP ...and Appeals Court Judges at a record clip! Our courts are rapidly changing for the better!,0.0
395,Thanks to @SenateMajLdr McConnell and the @SenateGOP we are appointing high-quality Federal District...,0.0
396,"Thank you to the GREAT NYPD, First Responders and all govt officials for having handled the terrible West Side attack so professionally! ",0.0
397,@NYGovCuomo @NYCMayor ...fully supports any and all of their efforts with respect to the West Side attack. #NYCStrong,0.0
398,Just spoke with @NYGovCuomo and @NYCMayor de Blasio to let them know that the federal government...,0.0
399,We mourn the horrifying terrorist attack in NYC. All of America is praying and grieving for the families who lost their precious loved ones. ,0.0
